teks_bersih,sentimen
bacot kau dana semua proses prosedur jalan lapor kalian jawab lah laku transaksi hilang nya duit saya cara dadak kalian uang segitu tidak berapa tapi saya kalian tanggung uang hilang sampai lama,Netral
bagus,Positif
sangat bantu,Positif
bagus,Positif
transfer suka tidak masuk no tuju layan nya cuman bot gabisa apa apa gabisa erti keluh nasabah jangan deh pakai aplikasi demi allah,Positif
bagus,Positif
sangat bantu,Positif
terimakasih,Netral
memper mudah,Positif
mantaab,Netral
bagus sangat bantu,Positif
hai dana akun dana bisnis tidak cetak qris daftar sudah bulan lebih sering aju pusat customer service slow respont tidak solusi yang keluh sering aju pusat bantu suruh nunggu hari aju suruh nunggu lgi hari saya aju suruh nunggu hari saya bunggu berapa lama dan fitur kasir tidak guna tugas slow respont anjay,Netral
bagus,Positif
masuk no hp bener sandi bener wajar bener di minta kode otp no hilang gmail ling jugak lah dana tidak kode otp no pin wajah itu,Negatif
sangat bagus mudah guna aplikasi dana nya,Positif
pindah akun sendiri aj tele udh email suruh ana udh ana sama aj tidak juga pdhal akun sendiri ribet,Netral
jos,Netral
sangat muas aplikasi dana,Netral
sangat bantu,Positif
bagus lah,Positif
aplikasi sangat bantu,Positif
debess,Netral
sangat bagus,Positif
baguss,Positif
bagus,Positif
sumpah apaa baru masuk tengah jam lalu sekarang dana rusak dan harus download terus masuk serius nih,Negatif
sangat bagus,Positif
sangat puas,Positif
bagus,Positif
mantabe,Netral
kk nomor dana yang lama tidak saya masuk padahal kan satu ktp,Netral
bagus sekali,Positif
bagus,Positif
dana sya potong tahu sya aplikasi buruk banget,Negatif
dana bantu perlu apa bagus,Positif
tpi buat ngecek hasil tranfer nyantol loading,Netral
lama tidak dipake pas masuk malah tidak verifikasi pencet coba tapi tetep aja,Netral
kapan dana cicil sedia,Netral
sangat bantu terimakasih,Positif
hati aplikasi dana sekarang banyak iklan tidak jelas salah klik aja masuk perangkap scam,Netral
layan nya buruk uang tidak kembali nyesel banget ketemu aplikasi begini ni aplikasi ngedukung tipu tidak deh maka ni aplikasi jlk bgtt nyata emng banyak udh kasih ulas buruk emng masalah deh ni aplikasi tidak aman banget,Negatif
mudah guna,Positif
oke,Positif
sangat baik,Netral
mudah guna,Positif
bagus,Positif
dana dompet digital paling bagus paling tau kalau tak punya rek bank betul tuh apa kata rekan belum terkadang kalaupun masuk tiba tiba keluar sendiri tidak laku transaksi,Positif
bagus,Positif
muda cepat,Positif
uninstall,Netral
sangat baik,Netral
sangat bagus,Positif
gabisa masuk gimana selalu muncul baru,Netral
dana cicil tidak di guna padahal bayar tagih nya,Netral
aktif fitur dana cicil,Netral
mohon maaf ko dana gx dana cicil nyh ea,Netral
sangat bagus,Positif
bagus batu,Positif
bagus markotop lah,Positif
jangan download aplikasi korban uang hilang dalam uang dana hasil pihak dana enggan selesai nya saya ingat jangan coba coba main aplikasi kalau tidak uang hilang sia sia,Negatif
bagus,Positif
bagus banget,Positif
jangan mau install aplikasi banyak korban duit dadak hilang jangan percaya apa sama costumer service nya tipu tipu tidak andal uang hilang gitu hilang hilang tinggal lapor polisi nyimpan uang atau transaksi aplikasi sama serah uang hilang,Negatif
dana cicil tidak muncul yah broo,Netral
banyak potong isi uang,Negatif
sangat puas,Positif
sering tidak masuk telah laku transaksi tlong baik aplikasi masa suka ngebug,Netral
sangat bngus,Netral
aplikasi tidak guna sepele langgan masuk face id terang pemberitahuannnya kurang jelas memang aplikasi tolol,Netral
bagus,Positif
sudah daftar dana bisnis ingin punya qris dana bisnis sudah hampir bulan lebih belum cetak cetak alas nya progres lah lah sudah komplain ana dalam aplikasi dana nya jawab nya tidak sesuai ekspektasi gajelas gimana mau jual sudah nunggu tapi belum pasti pihak dana nya,Netral
cepat,Positif
bagus,Positif
lama cukup bagus nyaman transaksi belum pernah temu kendala,Positif
bagus,Positif
dana cicil aktivasi tapi belum sedia bagaimana,Netral
aplikasi bagus,Positif
kirim sangat cepat,Positif
dana tidak jelas jangan download mending pake ovo,Netral
maksud apa udh beberapa kali bayar aplle service nominal cukup besar jelas kurang uang dana baik jangan bnyak korban rasa khawatir simpan uang diapk mohon perhati guna developer sangat buruk sekali,Negatif
mohon fitur cicil,Netral
bagus,Positif
kirim cepatttt mantabbbb,Positif
aman percaya,Positif
dana instan blum timbul,Netral
bagus,Positif
saran lebih baik dana cicil hapus aja tidak guna jauh merchantnya dana cicil tidak jadi kiamat,Netral
sangat bantu sekali,Positif
bagus sekali layan walaupun lama tapi tetap usaha baik,Positif
hari semenjak buat lapor tetatpi tidak maju sama sekali,Netral
sangatt puass,Positif
bagus tahan service spt,Positif
oke,Positif
bagus pol,Positif
aplikasi bodoh uang sering ilang,Netral
baik,Netral
waw,Netral
bagus di andal moga aplikasi dana makin jaya kembang,Positif
pokok nya bagus deh buat akun dana,Positif
bagus,Positif
dana cicil di aktif,Netral
kembali tampil dana bisnisny kaya dulu soalny ribet banget nunggu loading kaya buka aplikasi baru,Netral
sangat puas,Positif
sangat baik,Netral
gabisa ganti nomer malah rusak aneh aplikasi tidak gabisa narik uang mentok otp,Netral
bagus,Positif
kok tidak masuk mau transaksi tidak mohon bantu,Positif
sangat bagus,Positif
bagus percaya,Positif
mudah enak pake,Positif
bagus dana,Positif
oke,Positif
bagus sekali aplikasi nya,Positif
terimakasih dana transaksi aman lancar,Positif
bagus,Positif
bagus sangat bantu tapi sekarang bingung dana tidak di buka alhamdulillah februari dana bisa buka bln dak biso bayar listrik,Positif
amazing,Netral
aman banget tengyu,Positif
bagus poll,Positif
aja kadang besok nya gtu download lgi lah baik,Positif
heh dana lo kalau bikin aplikasi pusat bantu nya bner kalau manusia minimal cerdas erti tanya jawab kalau robot minimal bgus jangan yang bego kaya sekarang org nanya apa jwb apa satu soal dana cicil kalau tidak duit nya mending hilang dana cicil aplikasi atur nya tidak jelas samar dah bagus skrg mulai konyol tolol sebal,Negatif
fitur dana cicil kok tidak sih,Positif
bagus,Positif
krenlaah pokok nya,Positif
bagus sekali,Positif
baik,Netral
bagus,Positif
berat kode otp tidak kirim padahal tunggu lama,Netral
muncul akses dana cicil,Netral
jangan download dana buruk belum fitur dana cicil,Negatif
simple mudah amannnn,Positif
bagus,Positif
lama tidak pernah ganggu tapi sekarang susah buat kirim,Negatif
bagus,Positif
g aman banget dana sekarang transaksi aplikasi tidak jelas bisa konfirmasi sendiri ada tuju penguna bilang langanan google play pdhl google playstor tidak tu riwayat langanan yang punya dana untuk beli kuota trus tarik gajelas rugi guna,Netral
bagus btw minta donk,Positif
aplikasi binatang akun lqma ngk masuk karna nomor hilang tapi coba alih kan akun pakai nomor ngkk mbisa kosong kan aset jadi kalau akun lama ngk masuk cara kosongin nya gimana aplikasi dana biadap,Negatif
sumpah males banget aplikasi ke halaman terus suruh verifikasi padahal pin benar diperbaikiiiiiii,Positif
baik,Netral
oke,Positif
aplikasi tutup tidah suka karna dana cicil tiap bayar cicil tidak jelas apa mamfaatnya buat padahal belum bayar lunas tampa ada hutang aplikasi cuman beli pulza token listrik saya beli sperlunya bayar lunas tapi saya tagih terus cicil bayar saya sudah bayar lunas saya tidak rubah keburu saya alami harap saya supaya rubah keburu saya alami,Positif
lupa pin dan di suru verivikasi wajah benar tetap gabisa masuk mohon bantu,Netral
bagus,Positif
sangat bgus,Netral
terimakasih,Netral
kurang muas deposit dana jaring dana nya sering tolak,Netral
enak lihat,Netral
baik proses cepat,Positif
sering tidak transfer kadang lambat proses nya,Negatif
aplikasi ganggu apa sih sinyal bagus tapi kok koneksi putus mau transaksi hambat,Positif
bagus,Positif
smua jd mudah,Positif
sangat mudah bantu sekali terima kasih u,Positif
halo sudah beberapa kali coba tarik uang reksadana obligasi terpi tetap tidak,Netral
bgus,Netral
sangat bantu,Positif
live cat jg tolol tidak guna,Netral
uang hilang entah pas adu sekarang belum selesai selesai yang kata aman,Netral
kare bisa bagus up hari,Positif
bagus,Positif
bagus cukup bantu beli kata lain,Positif
baik sangat bagus guna,Positif
bagus,Positif
suka,Positif
cepat,Positif
sangat bantu kirim cepat,Positif
saya alami kendala uang hilang terus aplikasi dana padahal tidak ku pake apa uang nya korup tidak ku pake hari padahal,Negatif
bagus,Positif
dana instant,Netral
bagus terima kasih,Positif
lumayan bantu,Positif
tapi saya tidak dana cicil,Netral
enak banget pakai dana,Netral
bagus,Positif
baru pertama kali pakai alhamdulillah sangat bantu moga depan selalu beri baik,Positif
bagus,Positif
okehh,Positif
pakai dana lebih mudah tranfer,Positif
lumayan reward perak sih,Netral
jangan mau pakai dana sini tidk pindah akun,Netral
sangat bantu,Positif
akun tangguh,Netral
baik,Positif
puas lah,Positif
buat dana cicil akun,Netral
mau ngambil uang loading nya tengah mampus cek history sama jaring padahal bagus bukan skali kali kek gin tapi sering hapus cache baru tetep kaga,Positif
dana instan blom muncul padahal akun dana sudah penuh syarat,Netral
mntap,Netral
bagus,Positif
bagus,Positif
sangat bantu dalam bayar,Positif
bagus cpt praktis mohon jaga kenyam pakai,Positif
sangat bagus aman percaya,Positif
sangat bagus,Positif
app baik,Positif
msh lambat,Negatif
bagus,Positif
bagus,Positif
biasa guna kirim ewallet lancar,Positif
bagus,Positif
sangat puas,Positif
verry bagus the best,Positif
aplikasi nii hanyut bahaya awal nya aja bagus uang banyak isi nya hilang sendiri buruk nya pihak dana tidak tanggung jawab mala suruh buat lapor polisi inti nya lepas tangan hati hati aplikasi nii tidak percaya bagus guna mbanking bank langsung biar rugi dikit tapi uang aman di dalam nya,Negatif
baik,Netral
bagus,Positif
bagus,Positif
bagus,Positif
bagusb,Positif
sangat bantu,Positif
matap,Netral
sangat bagus,Positif
terimakasih,Netral
bagus,Positif
ewalet dana emang bagus puas menggunakanya aplikasi anti ribet aman kuat,Positif
tolol bngt,Negatif
oke,Positif
bagus,Positif
bagus,Positif
perbaikin dong masaaa logout terus mulai tidak jelas dana,Netral
bagus,Positif
cepat akurat dlm transaksi kirim terima,Positif
sangat bagus,Positif
sangat bantu,Positif
baik,Netral
sangat bagus,Positif
bagus up e money lambat tidak masuk uang nya kebnyakan drama kendala,Negatif
enak banget pakek dana tidak ribet,Netral
bagus aplikasi nya mudah buat transaksi,Positif
sangat bantu buat transfr,Positif
terima kasih,Netral
hasil mendownload aplikasi pas ndaftar kan lupa pin yahh trus pencet selesai kok malah bisa bukan hasil daftar malah suruh daftar ulang sudah kali daftar ulang tpi tetep bisa sampe sabar sudah mulai habis,Positif
tidak koneksi terus sudah restart hp aplikasi nya tidak ad koneksi paket data,Netral
bagus,Positif
nice,Netral
bagus sekali sngat bantu,Positif
bagus,Positif
gimana si akun lupa pin tapi nomor sudah g aktif tapi tidak cara untuk masuk padahal akun uang nya buat kan fitur hanya di bolehin masuk kalau ada bukti jelas,Netral
sangat baik,Netral
bagus,Positif
kasi bintang lah karna hari transaksi dana tpi tidak pernah platform pinjam dana cicil,Positif
sangat baik,Netral
sanggat bantu sekali,Positif
terimakasih dana layan langsung tanggap cepat,Positif
sangat puas aplikasi,Positif
dana cicil gax pake ko aneh banget,Netral
bagus,Positif
bagus,Positif
sangat baik,Netral
aplikasi sampahhh verifikasi aja dengan otp padahal verifikasi wajah pin hasil,Negatif
pernah jadi uang sedot,Netral
kasi baik knpa tidak vrivikasi waja,Positif
tidak aju pinjam dana instan payah,Positif
kenapa selalu gagal kalau mau daftar mau isi pin selalu gagal padahal bagai cara tpi tetap aja gagal dong saran gimna biar kedadtar,Negatif
bagus transaksi kecil jadi lebih mudah,Positif
sangat manfaat skli matursuwun nggeh,Netral
baik,Netral
mudah ber transaksi,Positif
tranfer cepat,Positif
baik cuman blom dana playleter,Netral
ngasih asisten pake bot mana gabisa livechat tidak sama sekali mending gausah adain,Netral
sangat sayang pindah kan akun premium aja nungu hari dana ada saldo tidak pakai sangat disygkan,Netral
suka aplikasi sangat bagus mudah dalam transaksi,Positif
sangat baik,Netral
transaksi beli pulsa pake masuk pin jadi bolak balik ngisi kali kali lebih baik masuk pin semua transaksi,Positif
habis report tugas judol malah akun gua tidak transaksi anjir kembali akun dana sayaaaa,Netral
goog bangat,Netral
bagus kayo,Positif
bagus sekali dana,Positif
knph sih susah masuk mulu padahal sinyal bagus loh,Netral
mudah transaksi buat transfer anti pending,Positif
bagus,Positif
bagus tingkat terus dana terima kasih,Positif
sagat bagus,Positif
baik,Netral
jual reksadana sudah minggu lewat bom kirim kocak,Netral
bagus,Positif
praktis,Positif
virtual akun kok g di transfer lewat dana,Positif
di akun dana tidak dana cicil nya,Netral
saya bagus banget aplikasi,Positif
sangat bantu,Positif
saya ngecek uang emas ku tidak di buka yaa mohon info nya dana wahh tidak bener ni aplikasi,Netral
bagus,Positif
alhamdulillah,Netral
sistem lu masalah dak ngirim transfer dana gopay,Negatif
uang tiba tiba hilang tidak izin guna tidak tanggung jawab pihak aplikasi dana,Negatif
bagus,Positif
iya,Netral
sangat baik sekali cepat kirim terima,Positif
cepat lancar jaya tidak kecewa bagus,Positif
sangat bantu,Positif
bagus,Positif
sangat bantu,Positif
ter baik,Netral
selalu jadi andal tiap transaksi,Netral
baik,Positif
gmna kalau uda lanjur transfer no dana tidak aktif,Netral
dana cicil lunas tapi limit tidak di guna sangat buruk,Negatif
baik,Netral
cukup baik mudah transaksi transfer,Positif
sangat puas,Positif
alat bayar,Netral
aplikasi dana sangat bantu untuk kirim online,Positif
aplikasi bagus,Positif
sangat manfaat,Netral
limit dana cicil gabisa guna ada saldo,Netral
bagus,Positif
puas dn bagus,Positif
halo tugas dana akun dana hapus hp di install tidak buka karena lupa email mohon bantu y,Netral
sering putus koneksi internet padahal udh d update cache d hapus tetep aj eror mohon solusi,Netral
bantu dalam bisnis,Positif
bot nya tolol tidak nyambung,Negatif
munculin dong dana cicil dana instan,Netral
alhamdulillah lancar mudah tetap baik,Positif
bagus,Positif
oke,Positif
bagus,Positif
okh sih untuk simpan uang aman tapi kalau masuk susah banget kalau pake hp tidak dukung,Positif
halo kak dana susah masuk kak padahal baru transaksi kemarin besok suruh masukin pin gilir masukin pin pin nya salah padahal sudah benar eror bukan kak dana mohon jawab kak,Netral
aplikasi turut buruk tidak lesek masalah sama sekali maubpake pikir dulu,Negatif
buat dana cicil kok tidak bisaa guna padahal bayar lunas,Positif
bagus,Positif
sangat cepat transaksi,Positif
sangat mudah efektif efisien sangat cepat akurat,Positif
bagus,Positif
gimanaa ni dana bagus ap dana banyak malah sendiri lalu muncul koneksi internetmu putus ni nggk masuk sama sekali gimana uang padahal jaring ku g jangan instal apabila tidak update,Positif
notifikasi dana ko beda,Netral
mantep,Netral
joossss,Netral
masuk dana,Netral
buruk aplikasi pilih pilih sya thn lebih pkai dana tidak daat cicil dana yng baru turut tidak etis kya gin ksih bintang krna mengecewakn tidak sportif penghinaann bgi guna lama,Negatif
aplikasi sangat batu banget sayang sekian tahun guna belum fitur pinjam dana tunai,Netral
aplikasi paling enak dah,Netral
dana cicil tidak muncul mohon bantu frevikasi dana cicil,Netral
